date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_10,Consumption_km_Vehicle_11,Consumption_km_Vehicle_12,Consumption_km_Vehicle_13,Consumption_km_Vehicle_14,Consumption_km_Vehicle_15,Consumption_km_Vehicle_16,Consumption_km_Vehicle_17,Consumption_km_Vehicle_18,Consumption_km_Vehicle_19,Consumption_km_Vehicle_2,Consumption_km_Vehicle_20,Consumption_km_Vehicle_21,Consumption_km_Vehicle_22,Consumption_km_Vehicle_23,Consumption_km_Vehicle_24,Consumption_km_Vehicle_25,Consumption_km_Vehicle_26,Consumption_km_Vehicle_27,Consumption_km_Vehicle_28,Consumption_km_Vehicle_29,Consumption_km_Vehicle_3,Consumption_km_Vehicle_30,Consumption_km_Vehicle_31,Consumption_km_Vehicle_32,Consumption_km_Vehicle_33,Consumption_km_Vehicle_34,Consumption_km_Vehicle_35,Consumption_km_Vehicle_36,Consumption_km_Vehicle_37,Consumption_km_Vehicle_38,Consumption_km_Vehicle_39,Consumption_km_Vehicle_4,Consumption_km_Vehicle_40,Consumption_km_Vehicle_41,Consumption_km_Vehicle_42,Consumption_km_Vehicle_43,Consumption_km_Vehicle_44,Consumption_km_Vehicle_45,Consumption_km_Vehicle_46,Consumption_km_Vehicle_47,Consumption_km_Vehicle_48,Consumption_km_Vehicle_49,Consumption_km_Vehicle_5,Consumption_km_Vehicle_6,Consumption_km_Vehicle_7,Consumption_km_Vehicle_8,Consumption_km_Vehicle_9
2026-01-01 11:00:00,0.4617591079287514,0.11329772784640002,0.11366599730559449,0.21280150771002995,0.4866510820107397,0.17236395392054554,0.5098397753088001,0.20907063165266832,0.2726842272499376,0.2750890131768125,0.28524081442365895,0.2657164704384433,0.18853535877342337,0.3412069103475381,0.21093833811782298,0.4393571909991869,0.3570231755551448,0.22234670855274685,0.24731719338395827,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.25010597568634024,0.28315245200976696,0.3884964229672979,0.35240917625569473,0.11329772784640002,0.2660887815061943,0.4786611466637451,0.4960090727321656,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.13678436266223137,0.23877763672538124,0.2172874868827315,0.20447304909432681,0.33638746809006614,0.1900221828940718,0.2257739411623171,0.11329772784640002,0.4085179240407272,0.11329772784640002,0.5098397753088001,0.4800050794357813,0.11329772784640002,0.3993330702873949,0.2857257383853462,0.11329772784640002,0.11329772784640002
2026-01-01 12:00:00,0.33621649159398637,0.19978018085785545,0.31705808955742226,0.5098397753088001,0.2296780085447078,0.11329772784640002,0.3230999571068693,0.45757369474234677,0.22152648536653155,0.5098397753088001,0.3233098696618083,0.11329772784640002,0.3274022629087974,0.1702615759080616,0.5098397753088001,0.276742351096181,0.13228067712465477,0.30859891993028965,0.41942983507483067,0.30473970929495603,0.13425539625165592,0.11329772784640002,0.15321223738445364,0.11329772784640002,0.2290533722190522,0.32546111108673936,0.11329772784640002,0.11329772784640002,0.25143539048533997,0.38877168987353333,0.36032078387703814,0.11329772784640002,0.11329772784640002,0.25238751587434516,0.2808162622478103,0.13735059544957623,0.24452611068137425,0.2247098118763338,0.11329772784640002,0.4353578691220473,0.11329772784640002,0.25899393737094867,0.20629368877904755,0.31155041908390374,0.3823186847037235,0.12188491635133183,0.16447936721435452,0.11329772784640002,0.11329772784640002,0.39190637712503545
2026-01-01 13:00:00,0.14492676711546645,0.263272644286211,0.31169300345416207,0.11329772784640002,0.4950190756686414,0.11329772784640002,0.1528002658527511,0.11329772784640002,0.31080176463493536,0.12727382143966842,0.2953165348429393,0.2622006897864151,0.378837483016223,0.27441138150161676,0.3032974243325788,0.3669220614520942,0.2313001432857131,0.20880924994642902,0.35549222337187697,0.4187275806538755,0.16278924756499716,0.11329772784640002,0.21083630918959667,0.11329772784640002,0.359300842186623,0.5098397753088001,0.3560484420730526,0.40280917841843683,0.2737690876323182,0.5098397753088001,0.32981534138027085,0.3150925839411744,0.4825292079035299,0.2828744102620441,0.11329772784640002,0.2101815994871262,0.22319900747229127,0.3004203904770725,0.11329772784640002,0.11329772784640002,0.2570986129883022,0.2078696769210838,0.11329772784640002,0.11329772784640002,0.1905050269138516,0.28022185336880195,0.11329772784640002,0.4179695666002955,0.16398529705461615,0.14850930568625142
2026-01-01 14:00:00,0.30143930698148635,0.11329772784640002,0.22375466934632057,0.18077702580382718,0.3378569501985767,0.11329772784640002,0.2766040529156752,0.5098397753088001,0.12310592369469063,0.3203751202552613,0.16763755498751243,0.11329772784640002,0.5098397753088001,0.11329772784640002,0.11329772784640002,0.11574906422377075,0.35169505594193046,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.4450975683689758,0.35671473108500895,0.2622872223994616,0.33820550652185255,0.3851452224081612,0.21529473449649306,0.4542492578992733,0.11329772784640002,0.4405615673974554,0.12374311828670316,0.37117777814388114,0.11329772784640002,0.1747240973430761,0.1566959667289402,0.3076803262132528,0.1843110277444611,0.26578155016290556,0.23273268442355763,0.42832535162927093,0.11329772784640002,0.24610533333762052,0.11329772784640002,0.35394151090641074,0.2492805532690746,0.2722503692393085,0.3659388563796279,0.30764932904568515,0.3131344084010401,0.31326839812515256,0.28082324442948503
2026-01-01 15:00:00,0.14586344317720742,0.12363210348957233,0.21749542490649845,0.1608996877276296,0.35856239852165206,0.282239902594909,0.11329772784640002,0.2137776941472323,0.12462407196263527,0.11329772784640002,0.11329772784640002,0.21114800781941995,0.18722384961133828,0.11329772784640002,0.1277396786866016,0.11329772784640002,0.11329772784640002,0.369006841760607,0.11366215433539394,0.11329772784640002,0.29619855703280623,0.3541092629005333,0.4119046241951534,0.3767364248955787,0.3667700493205508,0.26775783843672124,0.3529485116163314,0.14470592374748883,0.3405489764721123,0.12858873291695497,0.11682429134471446,0.41076092654396185,0.2011230519268769,0.3392206567465213,0.23202282967855664,0.5098397753088001,0.43731732380698896,0.3786111052181912,0.11329772784640002,0.16207445140639884,0.3752088402711845,0.19257243896008344,0.3848343743250653,0.37093694437375146,0.3561978747372743,0.333222522098516,0.2398332281802504,0.1529453082233195,0.23922619477895485,0.11329772784640002
2026-01-01 16:00:00,0.14550587974757365,0.28198911982367236,0.36770673124459824,0.39173681871778,0.17862476899590143,0.4734950381519375,0.26803347054908205,0.1587853218481967,0.11329772784640002,0.24452555182871216,0.2269096096571659,0.1891950190635084,0.11329772784640002,0.4177730129718372,0.18565317330531164,0.12894102846698177,0.1442851954373094,0.2060776815803249,0.16190932558396356,0.3648724741934787,0.4744237391534981,0.389725423370154,0.469203275335849,0.3252100902129575,0.13486712291246894,0.24164653213936338,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.38286731422024484,0.4876590179464676,0.3452410037213282,0.11329772784640002,0.3010361197336436,0.2621713942746063,0.3530944737329494,0.336239585448604,0.20746930533799768,0.21899176968202352,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.1801630931092635,0.32310273389849575,0.22736080583388346,0.5098397753088001,0.1317675812729476,0.31216774024028243
2026-01-01 17:00:00,0.25495144114951296,0.11329772784640002,0.19448205779821615,0.22454169749478733,0.23783444392177616,0.24308954660494408,0.1384843423726973,0.31619966530856114,0.45545661850255137,0.19150784581033453,0.17881338043281972,0.11329772784640002,0.11329772784640002,0.29448649756853196,0.31595358668121704,0.27759874968762105,0.2359718653090752,0.11329772784640002,0.1987120657537012,0.33878011308055606,0.11329772784640002,0.28593470163373547,0.275303924135307,0.13273576302178053,0.5098397753088001,0.3453315960125447,0.15443894474275843,0.2856890107852297,0.36214196830113027,0.31022766196775703,0.2542710757677504,0.11329772784640002,0.2009205088196029,0.11329772784640002,0.3459915929508314,0.3409597626384099,0.11329772784640002,0.28402472445544463,0.1406841969298092,0.4278269454228094,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.3544740518524917,0.11329772784640002,0.3642894591200576,0.21237443766072958,0.264565411279414,0.1253294761389582
2026-01-01 18:00:00,0.11329772784640002,0.13849212988735507,0.21649616141321137,0.48758151366640345,0.11329772784640002,0.28488786838024943,0.1707792211819068,0.18787317240301743,0.11329772784640002,0.0,0.29227185166347797,0.11329772784640002,0.24469693396095243,0.1429016336052661,0.37135677923951427,0.21768254405656912,0.16876697505667923,0.1658097853985113,0.37137764559147013,0.22058834549830453,0.4251157839498812,0.3458626221163133,0.2775994468858514,0.0,0.13091707602587432,0.0,0.27509113728395035,0.2828190010670819,0.2183760351924928,0.38124227929922516,0.20093174025839133,0.4011111936756763,0.11329772784640002,0.0,0.14744726536017658,0.11329772784640002,0.11329772784640002,0.0,0.14888356629401286,0.11329772784640002,0.38981502754875946,0.33574506990514774,0.3069058679323227,0.11329772784640002,0.2663812359202826,0.18275450738894905,0.5098397753088001,0.3227081050570479,0.15114607445094416,0.43693135425941354
2026-01-01 19:00:00,0.11329772784640002,0.0,0.21205596182902264,0.0,0.0,0.0,0.0,0.0,0.34766077698913866,0.0,0.11329772784640002,0.27112368257613906,0.3469575222496172,0.0,0.23486605716120254,0.3392369570333359,0.0,0.0,0.0,0.0,0.2303325726622129,0.0,0.336199018334782,0.0,0.45633943064862564,0.0,0.0,0.0,0.4735189638242225,0.0,0.11329772784640002,0.0,0.13657164543991396,0.0,0.11329772784640002,0.27411875534360347,0.11329772784640002,0.0,0.0,0.0,0.0,0.4092348079754505,0.13780271727120066,0.21553809773126423,0.11329772784640002,0.1412610470652581,0.0,0.0,0.19752192703750804,0.0
2026-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17219114064559282,0.0,0.2521347744133576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3554574133009452,0.0,0.11329772784640002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3575078699090386,0.0,0.0,0.0,0.0
2026-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11329772784640002,0.0,0.11329772784640002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123259004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34772811953809735,0.3673530667843807,0.0,0.0,0.33197278023134524,0.0,0.123259004,0.0,0.123259004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5425606257430666,0.3567005028310253,0.0,0.5546655180000001,0.0,0.0,0.0
2026-01-02 08:00:00,0.123259004,0.123259004,0.21280807753843559,0.0,0.1704923834170911,0.0,0.0,0.0,0.2277582518866121,0.3488494956385918,0.123259004,0.31046892287466227,0.0,0.17931732396539168,0.0,0.0,0.0,0.0,0.25492034168020655,0.1732985821680156,0.123259004,0.123259004,0.0,0.0,0.19390624531527603,0.0,0.3061062081742058,0.42045897230823703,0.3604605210946085,0.123259004,0.0,0.0,0.2990584490300774,0.0,0.0,0.30710950098158346,0.0,0.2327194478525516,0.0,0.3584658049684662,0.27997204556458555,0.0,0.0,0.23185733758187171,0.123259004,0.4293682684741302,0.123259004,0.0,0.0,0.123259004
2026-01-02 09:00:00,0.48325055387804733,0.2271382379452787,0.3773171333665952,0.123259004,0.123259004,0.27017518455181894,0.0,0.0,0.31761380235341574,0.123259004,0.123259004,0.39313738354812183,0.0,0.123259004,0.29907969319854955,0.123259004,0.123259004,0.123259004,0.23867811701968777,0.4355031121252169,0.123259004,0.123259004,0.0,0.5546655180000001,0.15503894091600318,0.2106399260002313,0.291600646230966,0.2721336751968977,0.3259535030288136,0.37178001553577095,0.3474441641808281,0.123259004,0.28140822515776426,0.33660269845507595,0.0,0.3136541659569359,0.0,0.123259004,0.0,0.40688904431384226,0.4961073537325853,0.1755272866404171,0.1334430059425908,0.123259004,0.4372827340845593,0.123259004,0.123259004,0.27106338905100447,0.502131298029043,0.22987282534387887
2026-01-02 10:00:00,0.198670754652682,0.46205075795025674,0.5546655180000001,0.14857597438717127,0.123259004,0.123259004,0.14708642138171932,0.3592492285890859,0.3477598811825079,0.19724855619777504,0.3100608810301629,0.17529804630463555,0.2834034062502172,0.123259004,0.3787850176821391,0.123259004,0.2653952740884716,0.1342487202428079,0.26302443956797245,0.21575353014578147,0.33707130822174686,0.2344353112862533,0.123259004,0.5546655180000001,0.123259004,0.18389906302273093,0.123259004,0.45092533460205314,0.123259004,0.2054311491863941,0.123259004,0.123259004,0.33432551030770274,0.5546655180000001,0.19842846441106576,0.123259004,0.3962305259115839,0.18085946246766715,0.26193755981106126,0.123259004,0.4428396466634833,0.14544351836992697,0.123259004,0.123259004,0.5064658165013782,0.3332768949800308,0.123259004,0.40736387911910876,0.258831452750679,0.123259004
2026-01-02 11:00:00,0.24801880955862732,0.123259004,0.3918085375662684,0.123259004,0.16253199118846404,0.123259004,0.123259004,0.2892211822317174,0.27602274387656195,0.410886103693539,0.123259004,0.20091605274035632,0.4515984956160431,0.5082540829573502,0.33236234056670727,0.12788770943310943,0.1284653429874036,0.2254546140386732,0.5546655180000001,0.123259004,0.14689779837487654,0.3169945682848246,0.123259004,0.328366701582412,0.12564830714313935,0.123259004,0.33222440267479064,0.123259004,0.123259004,0.1899448235383217,0.21616474455575624,0.123259004,0.5546655180000001,0.39487831534338497,0.24672142179109874,0.123259004,0.123259004,0.20341041184384284,0.49151712059732466,0.4056414599725616,0.3502357733743905,0.123259004,0.2776123840233563,0.123259004,0.12748522215976593,0.123259004,0.123259004,0.1342718481588509,0.5149435163723906,0.16349827561984956
2026-01-02 12:00:00,0.123259004,0.21862165894553443,0.123259004,0.4227528034932125,0.338468756969563,0.123259004,0.38232368148872947,0.43439652000737605,0.179274651678771,0.123259004,0.23663249227631655,0.2835355407195593,0.123259004,0.20880482608375406,0.3414923677324639,0.21254822173849372,0.3106436136687117,0.18491977744584126,0.38286851447097264,0.3018553723524721,0.13709726496136548,0.5546655180000001,0.123259004,0.2509967970754998,0.123259004,0.35069187671739616,0.367846453092475,0.43640966961312966,0.123259004,0.3076536338938101,0.123259004,0.5249108165906745,0.15548753187966657,0.27148267428603273,0.1370862672400674,0.123259004,0.5010498306009075,0.22079697854170355,0.2533380003879071,0.34659485322636885,0.123259004,0.2453640322344069,0.38812398696985706,0.23970266813684266,0.123259004,0.18944704942458143,0.123259004,0.123259004,0.48347108386060117,0.4930176778837781
2026-01-02 13:00:00,0.14506568882699977,0.4153378647617373,0.17331929451840605,0.1899038136385688,0.123259004,0.2374990565127418,0.1445147689210718,0.4684703383780261,0.18357453656045444,0.3866531108655379,0.28862595017277826,0.18424054773148366,0.123259004,0.123259004,0.12369005751674352,0.2452784603188264,0.4688784777628903,0.21588379787894826,0.4292782351969053,0.123259004,0.2958533293798805,0.1271215109944793,0.3670271122680004,0.35621621415507676,0.13784033906496235,0.3828401809197793,0.21249984823377704,0.3092558445667746,0.2534252472859164,0.27738041375729466,0.123259004,0.5546655180000001,0.5546655180000001,0.49855235282314286,0.40425556579641664,0.22432188148252388,0.26438407889832105,0.123259004,0.24285406932137504,0.35445733892949793,0.13456479816417974,0.44957573192747735,0.37038722576912514,0.123259004,0.123259004,0.123259004,0.24065234267123034,0.13664427156010978,0.25156330689303674,0.123259004
2026-01-02 14:00:00,0.2553198515027284,0.1442233649117268,0.123259004,0.37713230551830124,0.4190858548319014,0.4902005582806319,0.27778107979860955,0.123259004,0.25618215681588263,0.3646113875576603,0.22205340488064285,0.3434292163456038,0.3772218829528132,0.123259004,0.123259004,0.3557786870177642,0.3753593166782542,0.40387115446120553,0.3062331224160217,0.3599798271580117,0.37113818069875926,0.4080683196310212,0.123259004,0.12555580268127986,0.3118701449347276,0.31561269895747085,0.3778474920768146,0.21927327844131642,0.278745707296371,0.268539706468384,0.123259004,0.21622277308097218,0.123259004,0.2105957801296017,0.123259004,0.30369356700093314,0.5546655180000001,0.3231401809462913,0.1878607126957792,0.41926610153801414,0.5060229376200513,0.123259004,0.1786267193525223,0.1444746043753174,0.34295587929708715,0.123259004,0.21307896182145092,0.3316830998575842,0.2558538382691246,0.44257648736651184
